fecha,Transaction Description,categoria,monto,Type
2021-06-28,Inversión fondo mutuo,otros,1856.0,Income
2021-06-29,McDonald's combo familiar,alimentacion,827.61,Expense
2021-07-04,Suscripción Disney Plus,entretenimiento,1939.48,Expense
2021-07-04,Depósito nómina mensual,otros,475.67,Expense
2021-07-04,Honorarios profesionales,otros,1808.91,Expense
2021-07-06,Envío de encomienda,otros,4282.0,Income
2021-07-07,Tienda por departamento Ripley,otros,1010.78,Expense
2021-07-09,Recibo de internet Movistar,servicios,1635.61,Expense
2021-07-09,Recibo de internet Movistar,servicios,1747.27,Expense
2021-07-10,Otros gastos varios,otros,3540.0,Income
2021-07-10,Renta mensual de vivienda,vivienda,1425.69,Expense
2021-07-11,Renta mensual de vivienda,vivienda,577.28,Expense
2021-07-11,Pasaje de bus interprovincial,transporte,904.15,Expense
2021-07-11,Compra online Amazon,otros,192.51,Expense
2021-07-12,Depósito nómina mensual,otros,1770.41,Expense
2021-07-13,Curso online Udemy,educacion,115.98,Expense
2021-07-14,Entradas Cineplanet,entretenimiento,778.47,Expense
2021-07-15,Aporte voluntario AFP,otros,730.0,Income
2021-07-19,Alquiler de local comercial,vivienda,1679.96,Expense
2021-07-19,Recibo de luz Enel,servicios,283.82,Expense
2021-07-23,Depósito nómina mensual,otros,1395.18,Expense
2021-07-23,Trámite notarial,otros,4174.0,Income
2021-07-24,Pago alquiler departamento,vivienda,47.82,Expense
2021-07-28,Recibo de gas Calidda,servicios,1102.12,Expense
2021-07-29,Tienda de ropa Saga Falabella,otros,231.26,Expense
2021-08-02,Peaje vía evitamiento,transporte,252.48,Expense
2021-08-06,Honorarios profesionales,otros,134.99,Expense
2021-08-07,Pago por consultoría externa,otros,1197.51,Expense
2021-08-07,Aporte voluntario AFP,otros,1676.0,Income
2021-08-08,McDonald's combo familiar,alimentacion,1233.47,Expense
2021-08-09,Compra de laptop Wilson,otros,382.75,Expense
2021-08-11,Membresía Gimnasio Smartfit,salud,144.68,Expense
2021-08-13,Desayuno panadería,alimentacion,787.0,Expense
2021-08-13,Compra de zapatillas Adidas,otros,1962.27,Expense
2021-08-15,Desayuno panadería,alimentacion,720.62,Expense
2021-08-16,Depósito plazo fijo,otros,1349.0,Income
2021-08-18,Consulta pediatra,salud,275.49,Expense
2021-08-20,Análisis de laboratorio,salud,1628.88,Expense
2021-08-21,Trámite notarial,otros,4420.0,Income
2021-08-21,Pago de tv cable DirecTV,servicios,135.57,Expense
2021-08-22,Depósito nómina mensual,otros,83.6,Expense
2021-08-23,Suscripción HBO Max,entretenimiento,1772.72,Expense
2021-08-24,Pasaje aéreo Latam,transporte,1035.61,Expense
2021-08-25,Depósito nómina mensual,otros,514.09,Expense
2021-08-27,Entrada concierto,entretenimiento,579.36,Expense
2021-08-29,McDonald's combo familiar,alimentacion,1732.94,Expense
2021-09-05,Pago alquiler departamento,vivienda,1600.69,Expense
2021-09-06,Compra de laptop Wilson,otros,1489.18,Expense
2021-09-09,Tienda de ropa Saga Falabella,otros,684.68,Expense
2021-09-09,Curso online Udemy,educacion,3509.0,Income
2021-09-09,Estación de servicio Primax,transporte,1604.28,Expense
2021-09-10,Alquiler de local comercial,vivienda,866.91,Expense
2021-09-11,Pago de agua Sedapal,servicios,1095.49,Expense
2021-09-11,Pago alquiler departamento,vivienda,662.56,Expense
2021-09-11,Honorarios profesionales,otros,1209.22,Expense
2021-09-11,Pago por consultoría externa,otros,709.58,Expense
2021-09-15,Trámite notarial,otros,4063.0,Income
2021-09-16,Almuerzo menú criollo,alimentacion,159.33,Expense
2021-09-16,Análisis de laboratorio,salud,1031.04,Expense
2021-09-17,Pago de telefonía Claro,servicios,1906.05,Expense
2021-09-17,Trámite notarial,otros,785.0,Income
2021-09-19,Inversión fondo mutuo,otros,3500.0,Income
2021-09-19,Compra Plaza Vea,alimentacion,1214.14,Expense
2021-09-19,Compra de vitaminas,salud,750.31,Expense
2021-09-19,Recibo de luz Enel,servicios,1063.63,Expense
2021-09-20,Recarga de gasolina,transporte,506.73,Expense
2021-09-21,Depósito plazo fijo,otros,4588.0,Income
2021-09-28,Pago mensual de habitación,vivienda,530.94,Expense
2021-10-01,Depósito nómina mensual,otros,437.0,Expense
2021-10-07,Pago de haberes sueldo,otros,408.35,Expense
2021-10-08,Depósito plazo fijo,otros,4203.0,Income
2021-10-13,Retiro de efectivo cajero,otros,1219.0,Income
2021-10-13,Membresía Gimnasio Smartfit,salud,1339.0,Expense
2021-10-13,Servicio Taxi Uber,transporte,1783.75,Expense
2021-10-16,Recibo de gas Calidda,servicios,1589.46,Expense
2021-10-20,Renta mensual de vivienda,vivienda,1970.41,Expense
2021-10-21,Suscripción Spotify familiar,entretenimiento,1582.84,Expense
2021-10-22,Compra de libros de texto,educacion,4328.0,Income
2021-10-24,Recibo de luz Enel,servicios,1227.78,Expense
2021-10-24,Retiro de efectivo cajero,otros,3761.0,Income
2021-10-27,Pago por consultoría externa,otros,1056.13,Expense
2021-10-27,Pago mensual de habitación,vivienda,259.4,Expense
2021-10-30,Pago mensual de habitación,vivienda,905.45,Expense
2021-11-03,Medicinas Mifarma,salud,265.39,Expense
2021-11-04,Recibo de gas Calidda,servicios,1537.89,Expense
2021-11-05,Depósito plazo fijo,otros,1517.0,Income
2021-11-05,Estación de servicio Primax,transporte,337.67,Expense
2021-11-06,Entradas Cineplanet,entretenimiento,698.59,Expense
2021-11-07,Combustible estación Repsol,transporte,1693.41,Expense
2021-11-10,Servicio Taxi Uber,transporte,259.09,Expense
2021-11-15,Pago mensual de habitación,vivienda,1010.12,Expense
2021-11-16,Aporte voluntario AFP,otros,1902.0,Income
2021-11-17,Consulta pediatra,salud,1686.63,Expense
2021-11-18,Pizza Hut familiar,alimentacion,171.63,Expense
2021-11-18,Pasaje de bus interprovincial,transporte,1305.75,Expense
2021-11-19,Compra de libros de texto,educacion,1240.04,Expense
2021-11-21,Retiro de efectivo cajero,otros,2974.0,Income
2021-11-21,Compra útiles escolares,educacion,601.89,Expense
2021-11-21,Depósito plazo fijo,otros,1794.0,Income
2021-11-23,Pago de haberes sueldo,otros,934.24,Expense
2021-11-26,Recibo de internet Movistar,servicios,632.04,Expense
2021-11-27,Consulta pediatra,salud,1950.99,Expense
2021-11-28,Otros gastos varios,otros,4718.0,Income
2021-12-01,Análisis de laboratorio,salud,491.06,Expense
2021-12-02,Curso online Udemy,educacion,2530.0,Income
2021-12-03,Aporte voluntario AFP,otros,2877.0,Income
2021-12-03,Compra útiles escolares,educacion,504.06,Expense
2021-12-08,Pago de tv cable DirecTV,servicios,1628.82,Expense
2021-12-09,Compra de vitaminas,salud,387.77,Expense
2021-12-09,Trámite notarial,otros,4585.0,Income
2021-12-11,Depósito nómina mensual,otros,56.12,Expense
2021-12-12,Honorarios profesionales,otros,1933.71,Expense
2021-12-13,Compra de vitaminas,salud,106.83,Expense
2021-12-13,Pago por consultoría externa,otros,578.64,Expense
2021-12-15,Aporte voluntario AFP,otros,4030.0,Income
2021-12-15,Fotocopias e impresiones,otros,3496.0,Income
2021-12-16,Consulta odontológica,salud,100.03,Expense
2021-12-19,Inversión fondo mutuo,otros,3469.0,Income
2021-12-20,Renta mensual de vivienda,vivienda,778.83,Expense
2021-12-20,Combustible estación Repsol,transporte,1652.37,Expense
2021-12-23,Pago mensual de habitación,vivienda,266.04,Expense
2021-12-24,Retiro de efectivo cajero,otros,3277.0,Income
2021-12-26,Compra de vitaminas,salud,1512.38,Expense
2021-12-28,Envío de encomienda,otros,4596.0,Income
2021-12-31,Aporte voluntario AFP,otros,1622.0,Income
2022-01-01,Honorarios profesionales,otros,1043.47,Expense
2022-01-03,Depósito plazo fijo,otros,3186.0,Income
2022-01-03,Compra de vitaminas,salud,333.38,Expense
2022-01-03,Peaje vía evitamiento,transporte,1191.51,Expense
2022-01-04,Depósito nómina mensual,otros,1420.39,Expense
2022-01-05,Desayuno panadería,alimentacion,743.03,Expense
2022-01-06,Tienda por departamento Ripley,otros,1171.57,Expense
2022-01-08,Almuerzo menú criollo,alimentacion,1197.85,Expense
2022-01-09,Entradas Cineplanet,entretenimiento,1445.59,Expense
2022-01-13,Recibo de gas Calidda,servicios,1053.22,Expense
2022-01-13,Tienda por departamento Ripley,otros,304.07,Expense
2022-01-14,McDonald's combo familiar,alimentacion,1149.41,Expense
2022-01-16,Suscripción Netflix mensual,entretenimiento,47.69,Expense
2022-01-16,Recibo de gas Calidda,servicios,831.79,Expense
2022-01-18,Depósito nómina mensual,otros,1746.91,Expense
2022-01-18,Compra Plaza Vea,alimentacion,1414.49,Expense
2022-01-21,Membresía Gimnasio Smartfit,salud,1996.26,Expense
2022-01-21,Compra de zapatillas Adidas,otros,634.37,Expense
2022-01-22,Retiro de efectivo cajero,otros,4975.0,Income
2022-01-23,Pasaje aéreo Latam,transporte,1224.05,Expense
2022-01-24,Aporte voluntario AFP,otros,2785.0,Income
2022-01-28,Suscripción Disney Plus,entretenimiento,1883.56,Expense
2022-02-01,Servicio Taxi Uber,transporte,1412.75,Expense
2022-02-02,Pago de haberes sueldo,otros,640.91,Expense
2022-02-05,Recarga tarjeta Metropolitano,transporte,582.7,Expense
2022-02-05,Artículos de casa Sodimac,otros,1792.56,Expense
2022-02-06,Membresía Gimnasio Smartfit,salud,1909.67,Expense
2022-02-08,Recarga tarjeta Metropolitano,transporte,93.71,Expense
2022-02-08,Pago mensual de habitación,vivienda,699.26,Expense
2022-02-09,Pasaje aéreo Latam,transporte,1497.2,Expense
2022-02-10,Recarga de gasolina,transporte,1866.72,Expense
2022-02-10,Recibo de gas Calidda,servicios,227.36,Expense
2022-02-10,Entradas Cineplanet,entretenimiento,492.49,Expense
2022-02-10,Suscripción Disney Plus,entretenimiento,1279.51,Expense
2022-02-11,Fotocopias e impresiones,otros,3205.0,Income
2022-02-14,Pago mensual de habitación,vivienda,1365.57,Expense
2022-02-17,Inversión fondo mutuo,otros,3833.0,Income
2022-02-17,Pago por consultoría externa,otros,960.12,Expense
2022-02-17,Comisión bancaria mensual,otros,3131.0,Income
2022-02-17,Compra en Wong,alimentacion,1816.79,Expense
2022-02-18,Depósito plazo fijo,otros,4883.0,Income
2022-02-21,Pizza Hut familiar,alimentacion,1827.33,Expense
2022-02-22,Compra de acciones bolsa de valores,otros,797.0,Income
2022-02-22,Artículos de casa Sodimac,otros,1578.04,Expense
2022-02-25,Envío de encomienda,otros,806.0,Income
2022-02-27,Compra de acciones bolsa de valores,otros,3244.0,Income
2022-03-01,Depósito nómina mensual,otros,1779.63,Expense
2022-03-02,Trámite notarial,otros,2735.0,Income
2022-03-04,Inversión fondo mutuo,otros,3208.0,Income
2022-03-05,Fotocopias e impresiones,otros,2607.0,Income
2022-03-07,KFC almuerzo,alimentacion,1475.87,Expense
2022-03-07,Entradas Cineplanet,entretenimiento,359.23,Expense
2022-03-12,Compra online Amazon,otros,1655.71,Expense
2022-03-14,Pago mensual de habitación,vivienda,807.66,Expense
2022-03-17,Compra de acciones bolsa de valores,otros,4411.0,Income
2022-03-17,Entradas Cineplanet,entretenimiento,23.59,Expense
2022-03-18,Depósito nómina mensual,otros,1509.98,Expense
2022-03-18,Recarga tarjeta Metropolitano,transporte,1169.1,Expense
2022-03-18,Servicio Taxi Uber,transporte,1310.83,Expense
2022-03-20,Pizza Hut familiar,alimentacion,1338.89,Expense
2022-03-20,Recibo de gas Calidda,servicios,816.78,Expense
2022-03-22,Estación de servicio Primax,transporte,1383.68,Expense
2022-03-23,Recarga tarjeta Metropolitano,transporte,741.41,Expense
2022-03-23,Recibo de luz Enel,servicios,961.58,Expense
2022-03-24,Consulta clínica San Felipe,salud,837.53,Expense
2022-03-25,Honorarios profesionales,otros,1517.13,Expense
2022-03-26,Compra juego de PlayStation,entretenimiento,1526.1,Expense
2022-03-27,Renta mensual de vivienda,vivienda,1055.76,Expense
2022-03-28,Compra de vitaminas,salud,165.42,Expense
2022-03-28,Compra Plaza Vea,alimentacion,1659.26,Expense
2022-03-28,Suscripción HBO Max,entretenimiento,1149.68,Expense
2022-03-28,Compra útiles escolares,educacion,4762.0,Income
2022-03-29,Suscripción Disney Plus,entretenimiento,1436.67,Expense
2022-03-29,Pago por consultoría externa,otros,1619.3,Expense
2022-03-31,Compra online Amazon,otros,919.03,Expense
2022-03-31,Comisión bancaria mensual,otros,3024.0,Income
2022-03-31,Compra de zapatillas Adidas,otros,516.37,Expense
2022-04-01,Depósito plazo fijo,otros,1098.0,Income
2022-04-01,Trámite notarial,otros,1022.0,Income
2022-04-01,Desayuno panadería,alimentacion,1869.82,Expense
2022-04-01,Compra de libros de texto,educacion,759.0,Income
2022-04-02,Pago de tv cable DirecTV,servicios,1540.25,Expense
2022-04-02,Matrícula Universidad,educacion,755.18,Expense
2022-04-03,Honorarios profesionales,otros,1740.54,Expense
2022-04-03,Matrícula Universidad,educacion,169.7,Expense
2022-04-04,Recibo de luz Enel,servicios,1310.53,Expense
2022-04-05,Recibo de gas Calidda,servicios,1985.77,Expense
2022-04-08,Pago de telefonía Claro,servicios,1458.44,Expense
2022-04-09,KFC almuerzo,alimentacion,1514.8,Expense
2022-04-09,Depósito nómina mensual,otros,1350.26,Expense
2022-04-10,Compra de zapatillas Adidas,otros,1648.49,Expense
2022-04-10,Compra de vitaminas,salud,318.69,Expense
2022-04-16,Aporte voluntario AFP,otros,763.0,Income
2022-04-18,Compra de laptop Wilson,otros,1233.7,Expense
2022-04-18,Cafetería Starbucks,alimentacion,488.93,Expense
2022-04-21,Inversión fondo mutuo,otros,4157.0,Income
2022-04-22,KFC almuerzo,alimentacion,497.02,Expense
2022-04-22,Fotocopias e impresiones,otros,2419.0,Income
2022-04-24,Pizza Hut familiar,alimentacion,288.87,Expense
2022-04-24,Suscripción Netflix mensual,entretenimiento,1633.41,Expense
2022-04-29,Membresía Gimnasio Smartfit,salud,1159.17,Expense
2022-04-30,Membresía Gimnasio Smartfit,salud,481.44,Expense
2022-05-02,Entradas Cineplanet,entretenimiento,832.98,Expense
2022-05-02,Pago de tv cable DirecTV,servicios,1255.73,Expense
2022-05-03,Pago de haberes sueldo,otros,103.3,Expense
2022-05-05,Compra online Amazon,otros,1573.75,Expense
2022-05-05,Compra online Amazon,otros,822.44,Expense
2022-05-06,Recibo de luz Enel,servicios,1511.29,Expense
2022-05-07,Suscripción Disney Plus,entretenimiento,608.47,Expense
2022-05-07,Pago por consultoría externa,otros,1830.33,Expense
2022-05-07,Compra de zapatillas Adidas,otros,1119.0,Expense
2022-05-08,Inversión fondo mutuo,otros,2588.0,Income
2022-05-08,Pago alquiler departamento,vivienda,1845.23,Expense
2022-05-09,Renta mensual de vivienda,vivienda,1075.91,Expense
2022-05-09,Cena en restaurante rústica,alimentacion,544.24,Expense
2022-05-11,Pizza Hut familiar,alimentacion,1748.5,Expense
2022-05-13,Inversión fondo mutuo,otros,4427.0,Income
2022-05-13,Compra de vitaminas,salud,613.34,Expense
2022-05-14,Suscripción Netflix mensual,entretenimiento,1874.95,Expense
2022-05-19,Renta mensual de vivienda,vivienda,1496.29,Expense
2022-05-19,Entradas Cineplanet,entretenimiento,1394.3,Expense
2022-05-20,Artículos de casa Sodimac,otros,1831.1,Expense
2022-05-20,Pasaje de bus interprovincial,transporte,767.52,Expense
2022-05-22,Consulta pediatra,salud,623.76,Expense
2022-05-23,Pago de haberes sueldo,otros,937.35,Expense
2022-05-24,Depósito nómina mensual,otros,1525.64,Expense
2022-05-24,Compra juego de PlayStation,entretenimiento,747.7,Expense
2022-05-25,Suscripción Spotify familiar,entretenimiento,1485.09,Expense
2022-05-27,Retiro de efectivo cajero,otros,2918.0,Income
2022-05-28,Matrícula Universidad,educacion,2384.0,Income
2022-05-29,Suscripción HBO Max,entretenimiento,1003.61,Expense
2022-05-29,Consulta odontológica,salud,522.08,Expense
2022-05-30,Honorarios profesionales,otros,927.05,Expense
2022-05-30,Compra de vitaminas,salud,346.84,Expense
2022-05-31,Pago de haberes sueldo,otros,376.26,Expense
2022-06-01,Desayuno panadería,alimentacion,1052.65,Expense
2022-06-01,Pago mensual de habitación,vivienda,1890.92,Expense
2022-06-04,Pizza Hut familiar,alimentacion,830.66,Expense
2022-06-04,Suscripción Disney Plus,entretenimiento,145.26,Expense
2022-06-06,Inversión fondo mutuo,otros,4642.0,Income
2022-06-07,McDonald's combo familiar,alimentacion,1239.49,Expense
2022-06-07,Pago por consultoría externa,otros,1321.98,Expense
2022-06-11,Fotocopias e impresiones,otros,597.0,Income
2022-06-11,Curso online Udemy,educacion,4888.0,Income
2022-06-12,Pizza Hut familiar,alimentacion,1009.41,Expense
2022-06-12,Tienda por departamento Ripley,otros,1614.27,Expense
2022-06-12,Pago alquiler departamento,vivienda,1836.92,Expense
2022-06-13,Suscripción Netflix mensual,entretenimiento,391.94,Expense
2022-06-17,Membresía Gimnasio Smartfit,salud,541.98,Expense
2022-06-17,Consulta clínica San Felipe,salud,1919.0,Expense
2022-06-18,Suscripción HBO Max,entretenimiento,1980.56,Expense
2022-06-19,Pago mensual de habitación,vivienda,1310.93,Expense
2022-06-20,KFC almuerzo,alimentacion,196.07,Expense
2022-06-21,Pago de haberes sueldo,otros,121.67,Expense
2022-06-21,Compra de acciones bolsa de valores,otros,1177.0,Income
2022-06-23,Artículos de casa Sodimac,otros,1293.37,Expense
2022-06-23,Alquiler de local comercial,vivienda,1790.63,Expense
2022-06-25,Entradas Cineplanet,entretenimiento,430.72,Expense
2022-06-25,Depósito nómina mensual,otros,549.48,Expense
2022-06-26,Servicio Taxi Cabify,transporte,1799.63,Expense
2022-06-26,Compra de víveres minimarket,alimentacion,366.92,Expense
2022-06-30,Desayuno panadería,alimentacion,1923.32,Expense
2022-07-01,Compra de zapatillas Adidas,otros,1858.46,Expense
2022-07-02,Entradas Cineplanet,entretenimiento,1137.72,Expense
2022-07-04,Consulta pediatra,salud,773.85,Expense
2022-07-04,Pago mensual de habitación,vivienda,1006.58,Expense
2022-07-04,Almuerzo menú criollo,alimentacion,204.39,Expense
2022-07-05,Pago alquiler departamento,vivienda,687.78,Expense
2022-07-06,Tienda por departamento Ripley,otros,1938.15,Expense
2022-07-13,Servicio Taxi Cabify,transporte,1569.26,Expense
2022-07-17,Compra juego de PlayStation,entretenimiento,718.06,Expense
2022-07-17,Artículos de casa Sodimac,otros,379.62,Expense
2022-07-17,Compra de laptop Wilson,otros,180.53,Expense
2022-07-18,Suscripción Netflix mensual,entretenimiento,1429.09,Expense
2022-07-18,Aporte voluntario AFP,otros,3612.0,Income
2022-07-19,Recibo de luz Enel,servicios,1481.91,Expense
2022-07-20,Pago mensual de habitación,vivienda,192.13,Expense
2022-07-22,Honorarios profesionales,otros,726.24,Expense
2022-07-25,Recibo de internet Movistar,servicios,183.72,Expense
2022-07-27,Curso online Udemy,educacion,215.55,Expense
2022-07-27,Depósito plazo fijo,otros,3157.0,Income
2022-07-27,Compra de víveres minimarket,alimentacion,590.78,Expense
2022-07-27,Alquiler de local comercial,vivienda,1452.44,Expense
2022-07-28,Suscripción Disney Plus,entretenimiento,1148.2,Expense
2022-07-28,Mensualidad instituto de idiomas,educacion,1888.0,Income
2022-07-29,Trámite notarial,otros,2698.0,Income
2022-07-30,Alquiler de local comercial,vivienda,342.74,Expense
2022-07-31,Servicio Taxi Uber,transporte,973.62,Expense
2022-08-02,Fotocopias e impresiones,otros,2520.0,Income
2022-08-02,Depósito nómina mensual,otros,1191.67,Expense
2022-08-03,Inversión fondo mutuo,otros,1609.0,Income
2022-08-04,Artículos de casa Sodimac,otros,671.11,Expense
2022-08-06,Compra de vitaminas,salud,886.04,Expense
2022-08-07,Recibo de luz Enel,servicios,607.87,Expense
2022-08-12,Suscripción Netflix mensual,entretenimiento,963.23,Expense
2022-08-13,Fotocopias e impresiones,otros,3114.0,Income
2022-08-15,Depósito nómina mensual,otros,1935.85,Expense
2022-08-15,Medicinas Mifarma,salud,758.35,Expense
2022-08-16,Tienda de ropa Saga Falabella,otros,736.38,Expense
2022-08-16,Entrada concierto,entretenimiento,1188.53,Expense
2022-08-17,Cafetería Starbucks,alimentacion,1906.48,Expense
2022-08-18,Suscripción Netflix mensual,entretenimiento,882.53,Expense
2022-08-19,Renta mensual de vivienda,vivienda,1639.74,Expense
2022-08-21,Tienda de ropa Saga Falabella,otros,1349.23,Expense
2022-08-21,Otros gastos varios,otros,2482.0,Income
2022-08-22,Pago de tv cable DirecTV,servicios,1433.32,Expense
2022-08-22,Renta mensual de vivienda,vivienda,903.64,Expense
2022-08-23,Artículos de casa Sodimac,otros,1073.39,Expense
2022-08-24,Artículos de casa Sodimac,otros,1091.85,Expense
2022-08-26,Consulta odontológica,salud,1406.25,Expense
2022-08-26,Alquiler de local comercial,vivienda,227.65,Expense
2022-08-28,Compra de vitaminas,salud,341.01,Expense
2022-08-29,Compra online Amazon,otros,1933.95,Expense
2022-08-30,Compra online Amazon,otros,220.83,Expense
2022-08-31,Aporte voluntario AFP,otros,4683.0,Income
2022-08-31,Suscripción Spotify familiar,entretenimiento,897.1,Expense
2022-09-01,Recibo de gas Calidda,servicios,696.49,Expense
2022-09-02,Compra de acciones bolsa de valores,otros,2920.0,Income
2022-09-03,Pago alquiler departamento,vivienda,240.98,Expense
2022-09-03,Recibo de internet Movistar,servicios,703.17,Expense
2022-09-03,Suscripción HBO Max,entretenimiento,1047.02,Expense
2022-09-04,Alquiler de local comercial,vivienda,881.95,Expense
2022-09-04,Análisis de laboratorio,salud,143.68,Expense
2022-09-05,Inversión fondo mutuo,otros,685.0,Income
2022-09-06,Pago alquiler departamento,vivienda,1357.51,Expense
2022-09-07,Inversión fondo mutuo,otros,4727.0,Income
2022-09-08,Inversión fondo mutuo,otros,3211.0,Income
2022-09-10,Pago por consultoría externa,otros,471.39,Expense
2022-09-11,Pago de agua Sedapal,servicios,380.91,Expense
2022-09-11,Compra de zapatillas Adidas,otros,68.09,Expense
2022-09-12,Entradas Cineplanet,entretenimiento,904.65,Expense
2022-09-14,Almuerzo menú criollo,alimentacion,1412.42,Expense
2022-09-15,Alquiler de local comercial,vivienda,1158.92,Expense
2022-09-15,Pago de telefonía Claro,servicios,737.93,Expense
2022-09-17,Inversión fondo mutuo,otros,2649.0,Income
2022-09-18,Depósito nómina mensual,otros,1060.15,Expense
2022-09-19,Compra online Amazon,otros,1226.5,Expense
2022-09-19,Consulta pediatra,salud,710.45,Expense
2022-09-21,Pago de agua Sedapal,servicios,1629.34,Expense
2022-09-23,Servicio Taxi Cabify,transporte,1838.18,Expense
2022-09-26,Recibo de luz Enel,servicios,633.24,Expense
2022-09-26,Pago mensual de habitación,vivienda,374.26,Expense
2022-09-28,Artículos de casa Sodimac,otros,842.3,Expense
2022-09-29,Trámite notarial,otros,3965.0,Income
2022-09-29,Aporte voluntario AFP,otros,1866.0,Income
2022-09-30,Pago de tv cable DirecTV,servicios,382.33,Expense
2022-10-01,Compra de víveres minimarket,alimentacion,1732.39,Expense
2022-10-02,Depósito nómina mensual,otros,281.7,Expense
2022-10-03,Pago por consultoría externa,otros,824.18,Expense
2022-10-04,Pago de haberes sueldo,otros,982.51,Expense
2022-10-04,Compra de acciones bolsa de valores,otros,2306.0,Income
2022-10-05,Recarga de gasolina,transporte,457.44,Expense
2022-10-08,Honorarios profesionales,otros,1135.64,Expense
2022-10-10,Pago de haberes sueldo,otros,1103.96,Expense
2022-10-12,Aporte voluntario AFP,otros,2694.0,Income
2022-10-12,Compra medicamentos Inkafarma,salud,1088.67,Expense
2022-10-13,Pago por consultoría externa,otros,1097.24,Expense
2022-10-19,Pago alquiler departamento,vivienda,1474.62,Expense
2022-10-19,Compra juego de PlayStation,entretenimiento,602.44,Expense
2022-10-20,Depósito nómina mensual,otros,533.0,Expense
2022-10-21,Alquiler de local comercial,vivienda,883.75,Expense
2022-10-22,Suscripción HBO Max,entretenimiento,427.66,Expense
2022-10-23,Medicinas Mifarma,salud,1723.49,Expense
2022-10-25,Compra útiles escolares,educacion,340.3,Expense
2022-10-28,Inversión fondo mutuo,otros,2195.0,Income
2022-10-30,Consulta pediatra,salud,1069.24,Expense
2022-10-31,Pago de tv cable DirecTV,servicios,654.07,Expense
2022-11-03,Combustible estación Repsol,transporte,1149.74,Expense
2022-11-04,Pago mensual de habitación,vivienda,279.82,Expense
2022-11-05,Compra de laptop Wilson,otros,1838.35,Expense
2022-11-07,Pago de telefonía Claro,servicios,1405.84,Expense
2022-11-07,Inversión fondo mutuo,otros,3138.0,Income
2022-11-09,Compra de zapatillas Adidas,otros,984.02,Expense
2022-11-10,Recarga de gasolina,transporte,1259.35,Expense
2022-11-13,Pago alquiler departamento,vivienda,1270.92,Expense
2022-11-14,Pago alquiler departamento,vivienda,811.67,Expense
2022-11-14,Membresía Gimnasio Smartfit,salud,914.84,Expense
2022-11-15,Compra de víveres minimarket,alimentacion,1739.13,Expense
2022-11-17,Pago mensual de habitación,vivienda,1464.55,Expense
2022-11-17,Membresía Gimnasio Smartfit,salud,1701.71,Expense
2022-11-18,Compra de zapatillas Adidas,otros,443.48,Expense
2022-11-19,Suscripción Netflix mensual,entretenimiento,994.48,Expense
2022-11-21,Combustible estación Repsol,transporte,682.13,Expense
2022-11-22,Pago por consultoría externa,otros,1578.72,Expense
2022-11-26,Supermercado Tottus,alimentacion,101.43,Expense
2022-11-26,Honorarios profesionales,otros,42.4,Expense
2022-11-28,Recibo de luz Enel,servicios,888.16,Expense
2022-11-28,Pensión mensual colegio,educacion,2157.0,Income
2022-12-01,Recibo de internet Movistar,servicios,1765.47,Expense
2022-12-03,Peaje vía evitamiento,transporte,195.75,Expense
2022-12-04,Pago mensual de habitación,vivienda,749.97,Expense
2022-12-05,Pago de telefonía Claro,servicios,113.06,Expense
2022-12-05,Suscripción Spotify familiar,entretenimiento,864.17,Expense
2022-12-07,Compra de acciones bolsa de valores,otros,508.0,Income
2022-12-12,Alquiler de local comercial,vivienda,274.07,Expense
2022-12-13,Depósito nómina mensual,otros,28.48,Expense
2022-12-15,Renta mensual de vivienda,vivienda,1976.43,Expense
2022-12-16,Pago de agua Sedapal,servicios,960.62,Expense
2022-12-18,Pago alquiler departamento,vivienda,1464.22,Expense
2022-12-22,Trámite notarial,otros,3511.0,Income
2022-12-28,Recibo de gas Calidda,servicios,771.61,Expense
2022-12-30,Pago de tv cable DirecTV,servicios,1286.74,Expense
2022-12-31,Renta mensual de vivienda,vivienda,1065.71,Expense
2023-01-03,Aporte voluntario AFP,otros,4105.0,Income
2023-01-04,Entrada concierto,entretenimiento,1259.88,Expense
2023-01-04,Curso online Udemy,educacion,4124.0,Income
2023-01-06,Pago mensual de habitación,vivienda,1794.22,Expense
2023-01-09,Aporte voluntario AFP,otros,3645.0,Income
2023-01-10,Tienda de ropa Saga Falabella,otros,635.86,Expense
2023-01-11,Trámite notarial,otros,1190.0,Income
2023-01-13,Recarga tarjeta Metropolitano,transporte,1560.15,Expense
2023-01-15,Recarga de gasolina,transporte,418.84,Expense
2023-01-16,Suscripción Spotify familiar,entretenimiento,1498.21,Expense
2023-01-17,Compra Plaza Vea,alimentacion,1569.77,Expense
2023-01-18,Suscripción Disney Plus,entretenimiento,994.83,Expense
2023-01-19,Fotocopias e impresiones,otros,1081.0,Income
2023-01-19,Cena en restaurante rústica,alimentacion,1973.9,Expense
2023-01-19,Pago de tv cable DirecTV,servicios,779.81,Expense
2023-01-19,Artículos de casa Sodimac,otros,737.17,Expense
2023-01-19,Honorarios profesionales,otros,1909.36,Expense
2023-01-20,Desayuno panadería,alimentacion,1178.85,Expense
2023-01-21,Inversión fondo mutuo,otros,826.0,Income
2023-01-21,Compra de zapatillas Adidas,otros,1018.16,Expense
2023-01-22,Tienda de ropa Saga Falabella,otros,852.91,Expense
2023-01-23,Pago de agua Sedapal,servicios,562.16,Expense
